baid,activity,aid,sid,mid,cid,geneid,taxid,pmid,aidtype,aidmdate,hasdrc,rnai,protacxn,acname,acvalue,aidsrcname,aidname,cmpdname,targetname,targeturl,dois,ecs,repacxn
98977805,Active,267980,103492388,0,11570580,6768,9606,16821772,Confirmatory,20181020,0,0,Q9Y5Y6,Ki,0.088,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm051272l,3.4.21.109,Q9Y5Y6
98977806,Active,267980,103492413,0,11664107,6768,9606,16821772,Confirmatory,20181020,0,0,Q9Y5Y6,Ki,0.042,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm051272l,3.4.21.109,Q9Y5Y6
98977807,Active,267980,103492440,0,11569930,6768,9606,16821772,Confirmatory,20181020,0,0,Q9Y5Y6,Ki,0.16,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm051272l,3.4.21.109,Q9Y5Y6
98977808,Active,267980,103492463,0,44413355,6768,9606,16821772,Confirmatory,20181020,0,0,Q9Y5Y6,Ki,0.24,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm051272l,3.4.21.109,Q9Y5Y6
98977809,Active,267980,103492465,0,11678360,6768,9606,16821772,Confirmatory,20181020,0,0,Q9Y5Y6,Ki,0.12,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm051272l,3.4.21.109,Q9Y5Y6
98977810,Active,267980,103492695,0,11664643,6768,9606,16821772,Confirmatory,20181020,0,0,Q9Y5Y6,Ki,0.057,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm051272l,3.4.21.109,Q9Y5Y6
98977811,Active,267980,103492797,0,11570759,6768,9606,16821772,Confirmatory,20181020,0,0,Q9Y5Y6,Ki,0.69,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm051272l,3.4.21.109,Q9Y5Y6
98977812,Active,267980,103492799,0,11607091,6768,9606,16821772,Confirmatory,20181020,0,0,Q9Y5Y6,Ki,0.1,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm051272l,3.4.21.109,Q9Y5Y6
98977813,Active,267980,103492904,0,11534959,6768,9606,16821772,Confirmatory,20181020,0,0,Q9Y5Y6,Ki,0.05,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm051272l,3.4.21.109,Q9Y5Y6
98977814,Active,267980,103493013,0,11614477,6768,9606,16821772,Confirmatory,20181020,0,0,Q9Y5Y6,Ki,0.14,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm051272l,3.4.21.109,Q9Y5Y6
98977815,Active,267980,318464139,0,11513105,6768,9606,16821772,Confirmatory,20181020,0,0,Q9Y5Y6,Ki,0.013,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm051272l,3.4.21.109,Q9Y5Y6
98977816,Active,267980,103492214,0,11642802,6768,9606,16821772,Confirmatory,20181020,0,0,Q9Y5Y6,Ki,0.045,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm051272l,3.4.21.109,Q9Y5Y6
98977817,Active,267980,103492246,0,11584729,6768,9606,16821772,Confirmatory,20181020,0,0,Q9Y5Y6,Ki,0.0066,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm051272l,3.4.21.109,Q9Y5Y6
98977818,Active,267980,103492439,0,44413343,6768,9606,16821772,Confirmatory,20181020,0,0,Q9Y5Y6,Ki,0.084,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm051272l,3.4.21.109,Q9Y5Y6
98977819,Active,267980,103492464,0,44413356,6768,9606,16821772,Confirmatory,20181020,0,0,Q9Y5Y6,Ki,0.026,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm051272l,3.4.21.109,Q9Y5Y6
98977820,Active,267980,103492555,0,6852210,6768,9606,16821772,Confirmatory,20181020,0,0,Q9Y5Y6,Ki,0.046,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm051272l,3.4.21.109,Q9Y5Y6
98977821,Active,267980,103492796,0,11664334,6768,9606,16821772,Confirmatory,20181020,0,0,Q9Y5Y6,Ki,0.4,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm051272l,3.4.21.109,Q9Y5Y6
98977822,Active,267980,103492798,0,11563632,6768,9606,16821772,Confirmatory,20181020,0,0,Q9Y5Y6,Ki,0.73,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm051272l,3.4.21.109,Q9Y5Y6
98977823,Active,267980,103492998,0,11570700,6768,9606,16821772,Confirmatory,20181020,0,0,Q9Y5Y6,Ki,0.0015,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm051272l,3.4.21.109,Q9Y5Y6
98977824,Active,267980,103493125,0,11577970,6768,9606,16821772,Confirmatory,20181020,0,0,Q9Y5Y6,Ki,0.69,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm051272l,3.4.21.109,Q9Y5Y6
98977825,Active,267980,318464138,0,11693049,6768,9606,16821772,Confirmatory,20181020,0,0,Q9Y5Y6,Ki,0.021,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm051272l,3.4.21.109,Q9Y5Y6
98977826,Active,267980,318464140,0,11636026,6768,9606,16821772,Confirmatory,20181020,0,0,Q9Y5Y6,Ki,0.053,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm051272l,3.4.21.109,Q9Y5Y6
98977829,Active,267980,103492215,0,11699913,6768,9606,16821772,Confirmatory,20181020,0,0,Q9Y5Y6,Ki,0.038,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm051272l,3.4.21.109,Q9Y5Y6
98977830,Active,267980,103492216,0,11678764,6768,9606,16821772,Confirmatory,20181020,0,0,Q9Y5Y6,Ki,0.013,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm051272l,3.4.21.109,Q9Y5Y6
98977831,Active,267980,103492217,0,11557024,6768,9606,16821772,Confirmatory,20181020,0,0,Q9Y5Y6,Ki,0.0018,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm051272l,3.4.21.109,Q9Y5Y6
98977833,Active,267980,103492333,0,11699903,6768,9606,16821772,Confirmatory,20181020,0,0,Q9Y5Y6,Ki,0.053,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm051272l,3.4.21.109,Q9Y5Y6
98977834,Active,267980,103492334,0,11628768,6768,9606,16821772,Confirmatory,20181020,0,0,Q9Y5Y6,Ki,0.0087,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm051272l,3.4.21.109,Q9Y5Y6
98977835,Active,267980,103492499,0,11577055,6768,9606,16821772,Confirmatory,20181020,0,0,Q9Y5Y6,Ki,0.11,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm051272l,3.4.21.109,Q9Y5Y6
98977836,Active,267980,103492650,0,11656797,6768,9606,16821772,Confirmatory,20181020,0,0,Q9Y5Y6,Ki,0.028,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm051272l,3.4.21.109,Q9Y5Y6
98977837,Active,267980,103492700,0,11563457,6768,9606,16821772,Confirmatory,20181020,0,0,Q9Y5Y6,Ki,0.089,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm051272l,3.4.21.109,Q9Y5Y6
98977838,Active,267980,103492701,0,11577968,6768,9606,16821772,Confirmatory,20181020,0,0,Q9Y5Y6,Ki,0.2,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm051272l,3.4.21.109,Q9Y5Y6
98977842,Active,267980,103492702,0,11721375,6768,9606,16821772,Confirmatory,20181020,0,0,Q9Y5Y6,Ki,0.25,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm051272l,3.4.21.109,Q9Y5Y6
98977846,Active,267980,103492750,0,11592130,6768,9606,16821772,Confirmatory,20181020,0,0,Q9Y5Y6,Ki,0.0039,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm051272l,3.4.21.109,Q9Y5Y6
98977847,Active,267980,103492800,0,6852211,6768,9606,16821772,Confirmatory,20181020,0,0,Q9Y5Y6,Ki,0.014,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm051272l,3.4.21.109,Q9Y5Y6
98977852,Active,267980,103492869,0,5289531,6768,9606,16821772,Confirmatory,20181020,0,0,Q9Y5Y6,Ki,0.17,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm051272l,3.4.21.109,Q9Y5Y6
98977853,Active,267980,103492870,0,11542037,6768,9606,16821772,Confirmatory,20181020,0,0,Q9Y5Y6,Ki,0.061,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm051272l,3.4.21.109,Q9Y5Y6
98977856,Active,267980,103492902,0,11621579,6768,9606,16821772,Confirmatory,20181020,0,0,Q9Y5Y6,Ki,0.061,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm051272l,3.4.21.109,Q9Y5Y6
98977861,Active,267980,103492903,0,11671956,6768,9606,16821772,Confirmatory,20181020,0,0,Q9Y5Y6,Ki,0.13,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm051272l,3.4.21.109,Q9Y5Y6
98977867,Active,267980,103492952,0,11721188,6768,9606,16821772,Confirmatory,20181020,0,0,Q9Y5Y6,Ki,0.21,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm051272l,3.4.21.109,Q9Y5Y6
98977871,Active,267980,103492970,0,11512593,6768,9606,16821772,Confirmatory,20181020,0,0,Q9Y5Y6,Ki,0.34,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm051272l,3.4.21.109,Q9Y5Y6
98977878,Active,267980,103493120,0,44413636,6768,9606,16821772,Confirmatory,20181020,0,0,Q9Y5Y6,Ki,0.082,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm051272l,3.4.21.109,Q9Y5Y6
98977886,Active,267980,103492443,0,11606981,6768,9606,16821772,Confirmatory,20181020,0,0,Q9Y5Y6,Ki,0.0042,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm051272l,3.4.21.109,Q9Y5Y6
98977890,Active,267980,103492525,0,11699600,6768,9606,16821772,Confirmatory,20181020,0,0,Q9Y5Y6,Ki,0.072,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm051272l,3.4.21.109,Q9Y5Y6
98977894,Active,267980,103492894,0,11592593,6768,9606,16821772,Confirmatory,20181020,0,0,Q9Y5Y6,Ki,0.14,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm051272l,3.4.21.109,Q9Y5Y6
98977898,Active,267980,103492895,0,11635973,6768,9606,16821772,Confirmatory,20181020,0,0,Q9Y5Y6,Ki,0.33,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm051272l,3.4.21.109,Q9Y5Y6
98977904,Active,267980,103493012,0,11693028,6768,9606,16821772,Confirmatory,20181020,0,0,Q9Y5Y6,Ki,0.38,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm051272l,3.4.21.109,Q9Y5Y6
98977910,Active,267980,103493044,0,44413619,6768,9606,16821772,Confirmatory,20181020,0,0,Q9Y5Y6,Ki,0.1,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm051272l,3.4.21.109,Q9Y5Y6
98977914,Active,267980,103493112,0,11627899,6768,9606,16821772,Confirmatory,20181020,0,0,Q9Y5Y6,Ki,0.075,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm051272l,3.4.21.109,Q9Y5Y6
98977920,Active,267980,103493126,0,11542038,6768,9606,16821772,Confirmatory,20181020,0,0,Q9Y5Y6,Ki,0.065,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm051272l,3.4.21.109,Q9Y5Y6
98977924,Active,267980,103493127,0,11671776,6768,9606,16821772,Confirmatory,20181020,0,0,Q9Y5Y6,Ki,0.096,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm051272l,3.4.21.109,Q9Y5Y6
98977928,Active,267980,103493129,0,11592600,6768,9606,16821772,Confirmatory,20181020,0,0,Q9Y5Y6,Ki,0.044,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm051272l,3.4.21.109,Q9Y5Y6
98977930,Active,267980,103493144,0,11671266,6768,9606,16821772,Confirmatory,20181020,0,0,Q9Y5Y6,Ki,0.005,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm051272l,3.4.21.109,Q9Y5Y6
98977932,Active,267980,318464137,0,11657278,6768,9606,16821772,Confirmatory,20181020,0,0,Q9Y5Y6,Ki,1.5,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm051272l,3.4.21.109,Q9Y5Y6
98978015,Active,267990,103492464,0,44413356,6768,9606,16821772,Confirmatory,20181020,0,0,Q9Y5Y6,IC50,3,ChEMBL,Reduction of matriptase-catalyzed pro-HGF to HGF processing,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm051272l,3.4.21.109,Q9Y5Y6
98978016,Active,267990,103492555,0,6852210,6768,9606,16821772,Confirmatory,20181020,0,0,Q9Y5Y6,IC50,1,ChEMBL,Reduction of matriptase-catalyzed pro-HGF to HGF processing,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm051272l,3.4.21.109,Q9Y5Y6
99254892,Active,303932,103542446,0,44436348,6768,9606,17985858,Confirmatory,20181022,0,0,Q9Y5Y6,Ki,0.1,ChEMBL,Inhibition of human matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm0704898,3.4.21.109,Q9Y5Y6
99254894,Active,303932,103542447,0,44436349,6768,9606,17985858,Confirmatory,20181022,0,0,Q9Y5Y6,Ki,4.75,ChEMBL,Inhibition of human matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm0704898,3.4.21.109,Q9Y5Y6
99254896,Active,303932,103542514,0,44436359,6768,9606,17985858,Confirmatory,20181022,0,0,Q9Y5Y6,Ki,1,ChEMBL,Inhibition of human matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm0704898,3.4.21.109,Q9Y5Y6
99254901,Active,303932,103542510,0,44436358,6768,9606,17985858,Confirmatory,20181022,0,0,Q9Y5Y6,Ki,0.45,ChEMBL,Inhibition of human matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm0704898,3.4.21.109,Q9Y5Y6
99254902,Active,303932,103542453,0,44436354,6768,9606,17985858,Confirmatory,20181022,0,0,Q9Y5Y6,Ki,28,ChEMBL,Inhibition of human matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm0704898,3.4.21.109,Q9Y5Y6
99254903,Active,303932,103542452,0,44436353,6768,9606,17985858,Confirmatory,20181022,0,0,Q9Y5Y6,Ki,22.5,ChEMBL,Inhibition of human matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm0704898,3.4.21.109,Q9Y5Y6
99254905,Active,303932,103542509,0,44436357,6768,9606,17985858,Confirmatory,20181022,0,0,Q9Y5Y6,Ki,2.33,ChEMBL,Inhibition of human matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm0704898,3.4.21.109,Q9Y5Y6
99254906,Active,303932,103542543,0,44436368,6768,9606,17985858,Confirmatory,20181022,0,0,Q9Y5Y6,Ki,0.16,ChEMBL,Inhibition of human matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm0704898,3.4.21.109,Q9Y5Y6
99254907,Active,303932,103542519,0,44436360,6768,9606,17985858,Confirmatory,20181022,0,0,Q9Y5Y6,Ki,0.89,ChEMBL,Inhibition of human matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm0704898,3.4.21.109,Q9Y5Y6
99254908,Active,303932,103542536,0,44436365,6768,9606,17985858,Confirmatory,20181022,0,0,Q9Y5Y6,Ki,0.857,ChEMBL,Inhibition of human matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm0704898,3.4.21.109,Q9Y5Y6
99254909,Active,303932,103542537,0,44436366,6768,9606,17985858,Confirmatory,20181022,0,0,Q9Y5Y6,Ki,0.38,ChEMBL,Inhibition of human matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1021/jm0704898,3.4.21.109,Q9Y5Y6
99860276,Active,410977,103606545,0,44569299,6768,9606,19036586,Confirmatory,20181026,0,0,Q9Y5Y6,Ki,8e-05,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1016/j.bmcl.2008.11.019,3.4.21.109,Q9Y5Y6
99860279,Active,410977,103606546,0,44569300,6768,9606,19036586,Confirmatory,20181026,0,0,Q9Y5Y6,Ki,0.028,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1016/j.bmcl.2008.11.019,3.4.21.109,Q9Y5Y6
99860281,Active,410977,103606547,0,44569301,6768,9606,19036586,Confirmatory,20181026,0,0,Q9Y5Y6,Ki,0.056,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1016/j.bmcl.2008.11.019,3.4.21.109,Q9Y5Y6
99860286,Active,410977,103606762,0,44569359,6768,9606,19036586,Confirmatory,20181026,0,0,Q9Y5Y6,Ki,0.145,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1016/j.bmcl.2008.11.019,3.4.21.109,Q9Y5Y6
99860289,Active,410977,103607348,0,44569732,6768,9606,19036586,Confirmatory,20181026,0,0,Q9Y5Y6,Ki,0.0067,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1016/j.bmcl.2008.11.019,3.4.21.109,Q9Y5Y6
99860292,Active,410977,103607349,0,25030929,6768,9606,19036586,Confirmatory,20181026,0,0,Q9Y5Y6,Ki,0.003,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1016/j.bmcl.2008.11.019,3.4.21.109,Q9Y5Y6
99860295,Active,410977,103607350,0,44569733,6768,9606,19036586,Confirmatory,20181026,0,0,Q9Y5Y6,Ki,0.12,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1016/j.bmcl.2008.11.019,3.4.21.109,Q9Y5Y6
99860298,Active,410977,103607514,0,44569813,6768,9606,19036586,Confirmatory,20181026,0,0,Q9Y5Y6,Ki,0.026,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1016/j.bmcl.2008.11.019,3.4.21.109,Q9Y5Y6
99860301,Active,410977,103607581,0,44569844,6768,9606,19036586,Confirmatory,20181026,0,0,Q9Y5Y6,Ki,0.012,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1016/j.bmcl.2008.11.019,3.4.21.109,Q9Y5Y6
99860304,Active,410977,103607582,0,44569845,6768,9606,19036586,Confirmatory,20181026,0,0,Q9Y5Y6,Ki,0.0054,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1016/j.bmcl.2008.11.019,3.4.21.109,Q9Y5Y6
99860307,Active,410977,103607583,0,44569846,6768,9606,19036586,Confirmatory,20181026,0,0,Q9Y5Y6,Ki,0.0025,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1016/j.bmcl.2008.11.019,3.4.21.109,Q9Y5Y6
99860309,Active,410977,103607648,0,44569891,6768,9606,19036586,Confirmatory,20181026,0,0,Q9Y5Y6,Ki,0.013,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1016/j.bmcl.2008.11.019,3.4.21.109,Q9Y5Y6
99860311,Active,410977,103607649,0,44569892,6768,9606,19036586,Confirmatory,20181026,0,0,Q9Y5Y6,Ki,0.0016,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1016/j.bmcl.2008.11.019,3.4.21.109,Q9Y5Y6
99860313,Active,410977,103607513,0,44569812,6768,9606,19036586,Confirmatory,20181026,0,0,Q9Y5Y6,Ki,0.091,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1016/j.bmcl.2008.11.019,3.4.21.109,Q9Y5Y6
99860315,Active,410977,103607579,0,25181493,6768,9606,19036586,Confirmatory,20181026,0,0,Q9Y5Y6,Ki,0.007,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1016/j.bmcl.2008.11.019,3.4.21.109,Q9Y5Y6
99860317,Active,410977,103607647,0,44569890,6768,9606,19036586,Confirmatory,20181026,0,0,Q9Y5Y6,Ki,0.047,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1016/j.bmcl.2008.11.019,3.4.21.109,Q9Y5Y6
99860320,Active,410977,103606604,0,44569333,6768,9606,19036586,Confirmatory,20181026,0,0,Q9Y5Y6,Ki,2.8,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1016/j.bmcl.2008.11.019,3.4.21.109,Q9Y5Y6
99860322,Active,410977,103607258,0,44569667,6768,9606,19036586,Confirmatory,20181026,0,0,Q9Y5Y6,Ki,0.001,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1016/j.bmcl.2008.11.019,3.4.21.109,Q9Y5Y6
99860324,Active,410977,103606759,0,44569356,6768,9606,19036586,Confirmatory,20181026,0,0,Q9Y5Y6,Ki,10,ChEMBL,Inhibition of matriptase,NULL,Suppressor of tumorigenicity 14 protein (human),/gene/6768,10.1016/j.bmcl.2008.11.019,3.4.21.109,Q9Y5Y6
