baid,activity,aid,sid,mid,cid,geneid,taxid,pmid,aidtype,aidmdate,hasdrc,rnai,protacxn,acname,acvalue,aidsrcname,aidname,cmpdname,targetname,targeturl,dois,ecs,repacxn
97813751,Active,95041,103322509,0,193409,3818,9606,14711304,Confirmatory,20181017,0,0,P03952,Ki,22.5,ChEMBL,Binding affinity against human plasma kallikrein.,NULL,Plasma kallikrein (human),/gene/3818,10.1021/jm0300072,3.4.21.34,P03952
97813752,Active,95041,103332069,0,11186243,3818,9606,14711304,Confirmatory,20181017,0,0,P03952,Ki,2.57,ChEMBL,Binding affinity against human plasma kallikrein.,NULL,Plasma kallikrein (human),/gene/3818,10.1021/jm0300072,3.4.21.34,P03952
97813753,Active,95041,103332070,0,9799627,3818,9606,14711304,Confirmatory,20181017,0,0,P03952,Ki,0.145,ChEMBL,Binding affinity against human plasma kallikrein.,NULL,Plasma kallikrein (human),/gene/3818,10.1021/jm0300072,3.4.21.34,P03952
97813754,Active,95041,103332071,0,11739438,3818,9606,14711304,Confirmatory,20181017,0,0,P03952,Ki,0.112,ChEMBL,Binding affinity against human plasma kallikrein.,NULL,Plasma kallikrein (human),/gene/3818,10.1021/jm0300072,3.4.21.34,P03952
97813756,Active,95042,103323765,0,10696955,3818,9606,9301673,Confirmatory,20181015,0,0,P03952,Ki,15,ChEMBL,Inhibitory activity against Kallikrein (PK),NULL,Plasma kallikrein (human),/gene/3818,10.1021/jm960668h,3.4.21.34,P03952
97813757,Active,95042,103323768,0,10624997,3818,9606,9301673,Confirmatory,20181015,0,0,P03952,Ki,3.3,ChEMBL,Inhibitory activity against Kallikrein (PK),NULL,Plasma kallikrein (human),/gene/3818,10.1021/jm960668h,3.4.21.34,P03952
97813758,Active,95042,103323811,0,10578280,3818,9606,9301673,Confirmatory,20181015,0,0,P03952,Ki,7.3,ChEMBL,Inhibitory activity against Kallikrein (PK),NULL,Plasma kallikrein (human),/gene/3818,10.1021/jm960668h,3.4.21.34,P03952
97813759,Active,95042,103323592,0,44335601,3818,9606,9301673,Confirmatory,20181015,0,0,P03952,Ki,22,ChEMBL,Inhibitory activity against Kallikrein (PK),NULL,Plasma kallikrein (human),/gene/3818,10.1021/jm960668h,3.4.21.34,P03952
97813760,Active,95042,103323651,0,10815545,3818,9606,9301673,Confirmatory,20181015,0,0,P03952,Ki,27,ChEMBL,Inhibitory activity against Kallikrein (PK),NULL,Plasma kallikrein (human),/gene/3818,10.1021/jm960668h,3.4.21.34,P03952
97813766,Active,95038,103166672,0,44265055,3818,9606,,Confirmatory,20180908,0,0,P03952,IC50,12,ChEMBL,In vitro concentration of compound required to inhibit 50% of kallikrein,NULL,Plasma kallikrein (human),/gene/3818,NULL,3.4.21.34,P03952
97813775,Active,95045,103217580,0,10367012,3818,9606,9171866,Confirmatory,20181015,0,0,P03952,Ki,5,ChEMBL,Inhibitory activity against human serine protease (plasma Kallikrein) (89000*),NULL,Plasma kallikrein (human),/gene/3818,10.1021/jm970140s,3.4.21.34,P03952
97813784,Active,95043,103323627,0,10648370,3818,9606,9301673,Confirmatory,20181015,0,0,P03952,Ki,35,ChEMBL,Inhibitory activity against plasma kallikrein (PK.),NULL,Plasma kallikrein (human),/gene/3818,10.1021/jm960668h,3.4.21.34,P03952
97814616,Active,95170,174505792,0,10253001,3818,9606,8478905,Confirmatory,20181014,0,0,P03952,IC50,28,ChEMBL,Inhibition of kallikrein with benzoyl-L-arginine ethyl ester as substrate,NULL,Plasma kallikrein (human),/gene/3818,10.1021/jm00060a016,3.4.21.34,P03952
97814617,Active,95170,174495383,0,10411941,3818,9606,8478905,Confirmatory,20181014,0,0,P03952,IC50,16,ChEMBL,Inhibition of kallikrein with benzoyl-L-arginine ethyl ester as substrate,NULL,Plasma kallikrein (human),/gene/3818,10.1021/jm00060a016,3.4.21.34,P03952
97814620,Active,95170,174490346,0,10050676,3818,9606,8478905,Confirmatory,20181014,0,0,P03952,IC50,25,ChEMBL,Inhibition of kallikrein with benzoyl-L-arginine ethyl ester as substrate,NULL,Plasma kallikrein (human),/gene/3818,10.1021/jm00060a016,3.4.21.34,P03952
97814622,Active,95170,174516097,0,11754749,3818,9606,8478905,Confirmatory,20181014,0,0,P03952,IC50,26,ChEMBL,Inhibition of kallikrein with benzoyl-L-arginine ethyl ester as substrate,NULL,Plasma kallikrein (human),/gene/3818,10.1021/jm00060a016,3.4.21.34,P03952
97814624,Active,95170,174521177,0,10386993,3818,9606,8478905,Confirmatory,20181014,0,0,P03952,IC50,16,ChEMBL,Inhibition of kallikrein with benzoyl-L-arginine ethyl ester as substrate,NULL,Plasma kallikrein (human),/gene/3818,10.1021/jm00060a016,3.4.21.34,P03952
97814627,Active,95170,174521178,0,10024676,3818,9606,8478905,Confirmatory,20181014,0,0,P03952,IC50,19,ChEMBL,Inhibition of kallikrein with benzoyl-L-arginine ethyl ester as substrate,NULL,Plasma kallikrein (human),/gene/3818,10.1021/jm00060a016,3.4.21.34,P03952
97814628,Active,95170,174500609,0,10365153,3818,9606,8478905,Confirmatory,20181014,0,0,P03952,IC50,35,ChEMBL,Inhibition of kallikrein with benzoyl-L-arginine ethyl ester as substrate,NULL,Plasma kallikrein (human),/gene/3818,10.1021/jm00060a016,3.4.21.34,P03952
97814629,Active,95170,174500611,0,9981709,3818,9606,8478905,Confirmatory,20181014,0,0,P03952,IC50,41,ChEMBL,Inhibition of kallikrein with benzoyl-L-arginine ethyl ester as substrate,NULL,Plasma kallikrein (human),/gene/3818,10.1021/jm00060a016,3.4.21.34,P03952
97814630,Active,95170,242084562,0,72429,3818,9606,8478905,Confirmatory,20181014,0,0,P03952,IC50,40,ChEMBL,Inhibition of kallikrein with benzoyl-L-arginine ethyl ester as substrate,NULL,Plasma kallikrein (human),/gene/3818,10.1021/jm00060a016,3.4.21.34,P03952
97814667,Active,95172,103435480,0,18727836,3818,9606,15013007,Confirmatory,20181001,0,0,P03952,IC50,0.3,ChEMBL,Inhibitory activity against kallikrein,NULL,Plasma kallikrein (human),/gene/3818,10.1016/j.bmcl.2003.11.080,3.4.21.34,P03952
97814669,Active,95172,103436127,0,44385998,3818,9606,15013007,Confirmatory,20181001,0,0,P03952,IC50,0.79,ChEMBL,Inhibitory activity against kallikrein,NULL,Plasma kallikrein (human),/gene/3818,10.1016/j.bmcl.2003.11.080,3.4.21.34,P03952
97814671,Active,95172,103437304,0,9959749,3818,9606,15013007,Confirmatory,20181001,0,0,P03952,IC50,0.13,ChEMBL,Inhibitory activity against kallikrein,NULL,Plasma kallikrein (human),/gene/3818,10.1016/j.bmcl.2003.11.080,3.4.21.34,P03952
97814673,Active,95172,103435344,0,44385679,3818,9606,15013007,Confirmatory,20181001,0,0,P03952,IC50,0.21,ChEMBL,Inhibitory activity against kallikrein,NULL,Plasma kallikrein (human),/gene/3818,10.1016/j.bmcl.2003.11.080,3.4.21.34,P03952
97814676,Active,95172,103435463,0,44385729,3818,9606,15013007,Confirmatory,20181001,0,0,P03952,IC50,0.64,ChEMBL,Inhibitory activity against kallikrein,NULL,Plasma kallikrein (human),/gene/3818,10.1016/j.bmcl.2003.11.080,3.4.21.34,P03952
97814677,Active,95172,103438033,0,44386934,3818,9606,15013007,Confirmatory,20181001,0,0,P03952,IC50,0.5,ChEMBL,Inhibitory activity against kallikrein,NULL,Plasma kallikrein (human),/gene/3818,10.1016/j.bmcl.2003.11.080,3.4.21.34,P03952
97814680,Active,95172,103435965,0,44385935,3818,9606,15013007,Confirmatory,20181001,0,0,P03952,IC50,0.5,ChEMBL,Inhibitory activity against kallikrein,NULL,Plasma kallikrein (human),/gene/3818,10.1016/j.bmcl.2003.11.080,3.4.21.34,P03952
97814684,Active,95172,103436267,0,44386059,3818,9606,15013007,Confirmatory,20181001,0,0,P03952,IC50,0.38,ChEMBL,Inhibitory activity against kallikrein,NULL,Plasma kallikrein (human),/gene/3818,10.1016/j.bmcl.2003.11.080,3.4.21.34,P03952
97814686,Active,95172,103437278,0,10480463,3818,9606,15013007,Confirmatory,20181001,0,0,P03952,IC50,0.56,ChEMBL,Inhibitory activity against kallikrein,NULL,Plasma kallikrein (human),/gene/3818,10.1016/j.bmcl.2003.11.080,3.4.21.34,P03952
97814767,Active,95200,103760890,0,44333955,3818,9606,10091673,Confirmatory,20180909,0,0,P03952,Ki,0.028,ChEMBL,Inhibitory activity of compound against human plasma Kallikrein (PK),NULL,Plasma kallikrein (human),/gene/3818,10.1016/s0960-894x(98)00562-9,3.4.21.34,P03952
97814769,Active,95200,103760899,0,44334160,3818,9606,10091673,Confirmatory,20180909,0,0,P03952,Ki,0.002,ChEMBL,Inhibitory activity of compound against human plasma Kallikrein (PK),NULL,Plasma kallikrein (human),/gene/3818,10.1016/s0960-894x(98)00562-9,3.4.21.34,P03952
97814771,Active,95200,103760889,0,44333945,3818,9606,10091673,Confirmatory,20180909,0,0,P03952,Ki,15.5,ChEMBL,Inhibitory activity of compound against human plasma Kallikrein (PK),NULL,Plasma kallikrein (human),/gene/3818,10.1016/s0960-894x(98)00562-9,3.4.21.34,P03952
97814773,Active,95200,103760891,0,44333957,3818,9606,10091673,Confirmatory,20180909,0,0,P03952,Ki,0.5,ChEMBL,Inhibitory activity of compound against human plasma Kallikrein (PK),NULL,Plasma kallikrein (human),/gene/3818,10.1016/s0960-894x(98)00562-9,3.4.21.34,P03952
97814774,Active,95200,103760893,0,44333986,3818,9606,10091673,Confirmatory,20180909,0,0,P03952,Ki,0.004,ChEMBL,Inhibitory activity of compound against human plasma Kallikrein (PK),NULL,Plasma kallikrein (human),/gene/3818,10.1016/s0960-894x(98)00562-9,3.4.21.34,P03952
97814775,Active,95200,103760894,0,44333999,3818,9606,10091673,Confirmatory,20180909,0,0,P03952,Ki,0.089,ChEMBL,Inhibitory activity of compound against human plasma Kallikrein (PK),NULL,Plasma kallikrein (human),/gene/3818,10.1016/s0960-894x(98)00562-9,3.4.21.34,P03952
97814776,Active,95200,103760895,0,44334001,3818,9606,10091673,Confirmatory,20180909,0,0,P03952,Ki,0.005,ChEMBL,Inhibitory activity of compound against human plasma Kallikrein (PK),NULL,Plasma kallikrein (human),/gene/3818,10.1016/s0960-894x(98)00562-9,3.4.21.34,P03952
97814777,Active,95201,103678411,0,9937921,3818,9606,14640539,Confirmatory,20181017,0,0,P03952,Ki,0.061,ChEMBL,Tested in vitro for inhibition of human plasma Kallikriene,NULL,Plasma kallikrein (human),/gene/3818,10.1021/jm030212h,3.4.21.34,P03952
97814778,Active,95202,103396000,0,9915041,3818,9606,14640539,Confirmatory,20181017,0,0,P03952,Ki,0.058,ChEMBL,Tested in vitro for inhibition of human plasma Kallikriene,NULL,Plasma kallikrein (human),/gene/3818,10.1021/jm030212h,3.4.21.34,P03952
98205476,Active,160001,103371351,0,10095093,3818,9606,9784099,Confirmatory,20181016,0,0,P03952,Ki,19,ChEMBL,Inhibitory activity against plasma kallikrein,NULL,Plasma kallikrein (human),/gene/3818,10.1021/jm980227t,3.4.21.34,P03952
98205477,Active,160001,103371353,0,10767421,3818,9606,9784099,Confirmatory,20181016,0,0,P03952,Ki,29,ChEMBL,Inhibitory activity against plasma kallikrein,NULL,Plasma kallikrein (human),/gene/3818,10.1021/jm980227t,3.4.21.34,P03952
98205478,Active,160001,103371354,0,10648196,3818,9606,9784099,Confirmatory,20181016,0,0,P03952,Ki,7.6,ChEMBL,Inhibitory activity against plasma kallikrein,NULL,Plasma kallikrein (human),/gene/3818,10.1021/jm980227t,3.4.21.34,P03952
98205479,Active,160001,103371652,0,10718240,3818,9606,9784099,Confirmatory,20181016,0,0,P03952,Ki,36,ChEMBL,Inhibitory activity against plasma kallikrein,NULL,Plasma kallikrein (human),/gene/3818,10.1021/jm980227t,3.4.21.34,P03952
98205480,Active,160001,103371398,0,10695159,3818,9606,9784099,Confirmatory,20181016,0,0,P03952,Ki,18,ChEMBL,Inhibitory activity against plasma kallikrein,NULL,Plasma kallikrein (human),/gene/3818,10.1021/jm980227t,3.4.21.34,P03952
98205481,Active,160001,103371400,0,10435038,3818,9606,9784099,Confirmatory,20181016,0,0,P03952,Ki,8.6,ChEMBL,Inhibitory activity against plasma kallikrein,NULL,Plasma kallikrein (human),/gene/3818,10.1021/jm980227t,3.4.21.34,P03952
98205482,Active,160001,103371426,0,11798089,3818,9606,9784099,Confirmatory,20181016,0,0,P03952,Ki,14,ChEMBL,Inhibitory activity against plasma kallikrein,NULL,Plasma kallikrein (human),/gene/3818,10.1021/jm980227t,3.4.21.34,P03952
98205483,Active,160001,103371254,0,10624948,3818,9606,9784099,Confirmatory,20181016,0,0,P03952,Ki,12,ChEMBL,Inhibitory activity against plasma kallikrein,NULL,Plasma kallikrein (human),/gene/3818,10.1021/jm980227t,3.4.21.34,P03952
98205486,Active,160003,104234376,0,108040,3818,9606,10669559,Confirmatory,20181016,0,0,P03952,Ki,0.57,ChEMBL,Binding affinity against plasma kallikrein.,NULL,Plasma kallikrein (human),/gene/3818,10.1021/jm990412m,3.4.21.34,P03952
98205503,Active,160000,103678411,0,9937921,3818,9606,11170646,Confirmatory,20181017,0,0,P03952,Ki,0.061,ChEMBL,In vitro activity against human Plasma kallikrein.,NULL,Plasma kallikrein (human),/gene/3818,10.1021/jm000409z,3.4.21.34,P03952
98205522,Active,159999,103326834,0,9895193,3818,9606,10560742,Confirmatory,20180909,0,0,P03952,Ki,7.2,ChEMBL,Compound was tested for inhibition of plasma kallikrein,NULL,Plasma kallikrein (human),/gene/3818,10.1016/s0960-894x(99)00541-7,3.4.21.34,P03952
98606010,Active,223797,103357868,0,9884570,3818,9606,11689072,Confirmatory,20181017,0,0,P03952,Ki,0.11,ChEMBL,The compound was tested for inhibition of human p-kallikrein,NULL,Plasma kallikrein (human),/gene/3818,10.1021/jm010244+,3.4.21.34,P03952
98606011,Active,223797,103305289,0,447476,3818,9606,11689072,Confirmatory,20181017,0,0,P03952,Ki,0.0019,ChEMBL,The compound was tested for inhibition of human p-kallikrein,NULL,Plasma kallikrein (human),/gene/3818,10.1021/jm010244+,3.4.21.34,P03952
98606012,Active,223797,103357765,0,445844,3818,9606,11689072,Confirmatory,20181017,0,0,P03952,Ki,0.8,ChEMBL,The compound was tested for inhibition of human p-kallikrein,NULL,Plasma kallikrein (human),/gene/3818,10.1021/jm010244+,3.4.21.34,P03952
98606013,Active,223797,103357766,0,135450980,3818,9606,11689072,Confirmatory,20181017,0,0,P03952,Ki,1.3,ChEMBL,The compound was tested for inhibition of human p-kallikrein,NULL,Plasma kallikrein (human),/gene/3818,10.1021/jm010244+,3.4.21.34,P03952
98606014,Active,223797,103357800,0,11824584,3818,9606,11689072,Confirmatory,20181017,0,0,P03952,Ki,1.3,ChEMBL,The compound was tested for inhibition of human p-kallikrein,NULL,Plasma kallikrein (human),/gene/3818,10.1021/jm010244+,3.4.21.34,P03952
98606015,Active,223797,103357815,0,10871563,3818,9606,11689072,Confirmatory,20181017,0,0,P03952,Ki,4.8,ChEMBL,The compound was tested for inhibition of human p-kallikrein,NULL,Plasma kallikrein (human),/gene/3818,10.1021/jm010244+,3.4.21.34,P03952
98606016,Active,223797,103357867,0,10959252,3818,9606,11689072,Confirmatory,20181017,0,0,P03952,Ki,0.6,ChEMBL,The compound was tested for inhibition of human p-kallikrein,NULL,Plasma kallikrein (human),/gene/3818,10.1021/jm010244+,3.4.21.34,P03952
98934754,Active,263035,103482742,0,135530536,3818,9606,16413183,Confirmatory,20181020,0,0,P03952,Ki,0.013,ChEMBL,Binding affinity to plasma kallikrein,NULL,Plasma kallikrein (human),/gene/3818,10.1016/j.bmcl.2005.12.060,3.4.21.34,P03952
98934755,Active,263035,103482703,0,135530568,3818,9606,16413183,Confirmatory,20181020,0,0,P03952,Ki,0.006,ChEMBL,Binding affinity to plasma kallikrein,NULL,Plasma kallikrein (human),/gene/3818,10.1016/j.bmcl.2005.12.060,3.4.21.34,P03952
98934756,Active,263035,103482759,0,135532848,3818,9606,16413183,Confirmatory,20181020,0,0,P03952,Ki,0.004,ChEMBL,Binding affinity to plasma kallikrein,NULL,Plasma kallikrein (human),/gene/3818,10.1016/j.bmcl.2005.12.060,3.4.21.34,P03952
98934757,Active,263035,103483007,0,135559111,3818,9606,16413183,Confirmatory,20181020,0,0,P03952,Ki,0.003,ChEMBL,Binding affinity to plasma kallikrein,NULL,Plasma kallikrein (human),/gene/3818,10.1016/j.bmcl.2005.12.060,3.4.21.34,P03952
98934760,Active,263035,103483057,0,135559104,3818,9606,16413183,Confirmatory,20181020,0,0,P03952,Ki,0.008,ChEMBL,Binding affinity to plasma kallikrein,NULL,Plasma kallikrein (human),/gene/3818,10.1016/j.bmcl.2005.12.060,3.4.21.34,P03952
98934761,Active,263035,103483124,0,135532851,3818,9606,16413183,Confirmatory,20181020,0,0,P03952,Ki,0.003,ChEMBL,Binding affinity to plasma kallikrein,NULL,Plasma kallikrein (human),/gene/3818,10.1016/j.bmcl.2005.12.060,3.4.21.34,P03952
98934763,Active,263035,103483341,0,135453491,3818,9606,16413183,Confirmatory,20181020,0,0,P03952,Ki,0.012,ChEMBL,Binding affinity to plasma kallikrein,NULL,Plasma kallikrein (human),/gene/3818,10.1016/j.bmcl.2005.12.060,3.4.21.34,P03952
98934770,Active,263035,103485266,0,136094796,3818,9606,16413183,Confirmatory,20181020,0,0,P03952,Ki,0.005,ChEMBL,Binding affinity to plasma kallikrein,NULL,Plasma kallikrein (human),/gene/3818,10.1016/j.bmcl.2005.12.060,3.4.21.34,P03952
98934775,Active,263035,103482848,0,135532849,3818,9606,16413183,Confirmatory,20181020,0,0,P03952,Ki,0.006,ChEMBL,Binding affinity to plasma kallikrein,NULL,Plasma kallikrein (human),/gene/3818,10.1016/j.bmcl.2005.12.060,3.4.21.34,P03952
98934782,Active,263035,103482898,0,135559125,3818,9606,16413183,Confirmatory,20181020,0,0,P03952,Ki,0.037,ChEMBL,Binding affinity to plasma kallikrein,NULL,Plasma kallikrein (human),/gene/3818,10.1016/j.bmcl.2005.12.060,3.4.21.34,P03952
98934783,Active,263035,103483083,0,135543006,3818,9606,16413183,Confirmatory,20181020,0,0,P03952,Ki,0.01,ChEMBL,Binding affinity to plasma kallikrein,NULL,Plasma kallikrein (human),/gene/3818,10.1016/j.bmcl.2005.12.060,3.4.21.34,P03952
98934784,Active,263035,103483269,0,135559128,3818,9606,16413183,Confirmatory,20181020,0,0,P03952,Ki,0.065,ChEMBL,Binding affinity to plasma kallikrein,NULL,Plasma kallikrein (human),/gene/3818,10.1016/j.bmcl.2005.12.060,3.4.21.34,P03952
98934785,Active,263035,103485471,0,135532896,3818,9606,16413183,Confirmatory,20181020,0,0,P03952,Ki,0.0005,ChEMBL,Binding affinity to plasma kallikrein,NULL,Plasma kallikrein (human),/gene/3818,10.1016/j.bmcl.2005.12.060,3.4.21.34,P03952
98934786,Active,263035,103482713,0,135559116,3818,9606,16413183,Confirmatory,20181020,0,0,P03952,Ki,0.006,ChEMBL,Binding affinity to plasma kallikrein,NULL,Plasma kallikrein (human),/gene/3818,10.1016/j.bmcl.2005.12.060,3.4.21.34,P03952
98934787,Active,263035,103482897,0,135559124,3818,9606,16413183,Confirmatory,20181020,0,0,P03952,Ki,0.018,ChEMBL,Binding affinity to plasma kallikrein,NULL,Plasma kallikrein (human),/gene/3818,10.1016/j.bmcl.2005.12.060,3.4.21.34,P03952
98934788,Active,263035,103483347,0,135559129,3818,9606,16413183,Confirmatory,20181020,0,0,P03952,Ki,0.027,ChEMBL,Binding affinity to plasma kallikrein,NULL,Plasma kallikrein (human),/gene/3818,10.1016/j.bmcl.2005.12.060,3.4.21.34,P03952
98974540,Active,267659,103490740,0,15984063,3818,9606,16644215,Confirmatory,20181020,0,0,P03952,Ki,43,ChEMBL,Inhibition of kallikrein,NULL,Plasma kallikrein (human),/gene/3818,10.1016/j.bmcl.2006.04.013,3.4.21.34,P03952
98990501,Active,269402,103490740,0,15984063,3818,9606,16725321,Confirmatory,20181020,0,0,P03952,Ki,43,ChEMBL,Binding affinity to kallikrein,NULL,Plasma kallikrein (human),/gene/3818,10.1016/j.bmcl.2006.04.088,3.4.21.34,P03952
98991617,Active,269508,103496594,0,2264784,3818,9606,16913712,Confirmatory,20181020,0,0,P03952,IC50,5.5,ChEMBL,Inhibition of human plasma kallikrein,NULL,Plasma kallikrein (human),/gene/3818,10.1021/jm0605132,3.4.21.34,P03952
98991619,Active,269508,103496628,0,5876194,3818,9606,16913712,Confirmatory,20181020,0,0,P03952,IC50,13.5,ChEMBL,Inhibition of human plasma kallikrein,NULL,Plasma kallikrein (human),/gene/3818,10.1021/jm0605132,3.4.21.34,P03952
98991623,Active,269508,103496435,0,44415075,3818,9606,16913712,Confirmatory,20181020,0,0,P03952,IC50,46.2,ChEMBL,Inhibition of human plasma kallikrein,NULL,Plasma kallikrein (human),/gene/3818,10.1021/jm0605132,3.4.21.34,P03952
98991624,Active,269508,103496436,0,668744,3818,9606,16913712,Confirmatory,20181020,0,0,P03952,IC50,30.1,ChEMBL,Inhibition of human plasma kallikrein,NULL,Plasma kallikrein (human),/gene/3818,10.1021/jm0605132,3.4.21.34,P03952
98991625,Active,269508,103496437,0,1201257,3818,9606,16913712,Confirmatory,20181020,0,0,P03952,IC50,31.7,ChEMBL,Inhibition of human plasma kallikrein,NULL,Plasma kallikrein (human),/gene/3818,10.1021/jm0605132,3.4.21.34,P03952
98991627,Active,269508,103496899,0,5039074,3818,9606,16913712,Confirmatory,20181020,0,0,P03952,IC50,35.4,ChEMBL,Inhibition of human plasma kallikrein,NULL,Plasma kallikrein (human),/gene/3818,10.1021/jm0605132,3.4.21.34,P03952
98991628,Active,269508,103496409,0,1011274,3818,9606,16913712,Confirmatory,20181020,0,0,P03952,IC50,28.1,ChEMBL,Inhibition of human plasma kallikrein,NULL,Plasma kallikrein (human),/gene/3818,10.1021/jm0605132,3.4.21.34,P03952
99033230,Active,274845,103503902,0,16098910,3818,9606,17181160,Confirmatory,20181021,0,0,P03952,IC50,0.01,ChEMBL,Inhibition of plasma kallikrein,NULL,Plasma kallikrein (human),/gene/3818,10.1021/jm060978s,3.4.21.34,P03952
99143192,Active,290967,103437192,0,3400921,3818,9606,17536795,Confirmatory,20181021,0,0,P03952,Ki,0.037,ChEMBL,Inhibition of human kallikrein,NULL,Plasma kallikrein (human),/gene/3818,10.1021/jm070125f,3.4.21.34,P03952
99143193,Active,290967,103520563,0,16731825,3818,9606,17536795,Confirmatory,20181021,0,0,P03952,Ki,1,ChEMBL,Inhibition of human kallikrein,NULL,Plasma kallikrein (human),/gene/3818,10.1021/jm070125f,3.4.21.34,P03952
99143194,Active,290967,103520606,0,18376720,3818,9606,17536795,Confirmatory,20181021,0,0,P03952,Ki,0.045,ChEMBL,Inhibition of human kallikrein,NULL,Plasma kallikrein (human),/gene/3818,10.1021/jm070125f,3.4.21.34,P03952
99206047,Active,298251,103527802,0,674652,3818,9606,17850059,Confirmatory,20181022,0,0,P03952,IC50,6.6,ChEMBL,Inhibition of human plasma kallikrein,NULL,Plasma kallikrein (human),/gene/3818,10.1021/jm070600+,3.4.21.34,P03952
99206050,Active,298251,103527809,0,674628,3818,9606,17850059,Confirmatory,20181022,0,0,P03952,IC50,5.7,ChEMBL,Inhibition of human plasma kallikrein,NULL,Plasma kallikrein (human),/gene/3818,10.1021/jm070600+,3.4.21.34,P03952
99206051,Active,298251,103527818,0,899247,3818,9606,17850059,Confirmatory,20181022,0,0,P03952,IC50,42.2,ChEMBL,Inhibition of human plasma kallikrein,NULL,Plasma kallikrein (human),/gene/3818,10.1021/jm070600+,3.4.21.34,P03952
